object_storage, In which room is the sink,
object_storage, In which room is the living table,
object_storage, Where is located the bar,
object_storage, In which room is the bar,
object_storage, In which room is the dining table,
object_storage, Where is located the sink,
object_storage, Where is located the living table,
object_storage, Where is located the bed,
object_storage, In which room is the desk,
object_storage, Where can I find a flakes,
object_storage, In which room is the desk,
object_storage, In which room is the TV stand,
object_storage, Where is located the center table,
object_storage, In which room is the fridge,
object_storage, In which room is the cabinet,
object_storage, Where can I find a candies,
object_storage, Where is located the cabinet,
object_storage, Where can I find a noodles,
object_storage, Where can I find a containers,
object_storage, Where can I find a sushi,
object_storage, Where can I find a clot,
object_storage, Where can I find a soap,
object_storage, Where can I find a beer,
object_storage, Where can I find a senbei,
object_storage, Where can I find a pringles,
object_storage, Where is located the drawer,
object_storage, Where is located the desk,
object_storage, Where is located the sideshelf,
object_storage, In which room is the bed,
object_stored, What objects are stored in the bedside,
object_stored, What objects are stored in the bookcase,
object_stored, What objects are stored in the bedside,
object_stored, What objects are stored in the living shelf,
object_stored, What objects are stored in the bar,
object_stored, What objects are stored in the counter,
object_stored, What objects are stored in the TV stand,
object_stored, What objects are stored in the cabinet,
object_trivia, What's the smallest food?,
object_trivia, What's the lightest drink?,
object_trivia, What's the heaviest object?,
object_trivia, What's the biggest object?,
object_trivia, What's the most colorful object?,
object_trivia, What's the best object?,
object_trivia, Which is the heaviest object,
object_trivia, Which is the lightest food,
object_trivia, Which is the lightest snacks,
object_trivia, Which is the smallest containers,
object_trivia, Which is the biggest containers,
object_trivia, Which is the heaviest object,
object_trivia, Which is the biggest toiletries,
object_trivia, Which is the smallest object,
